title,release_date,budget,revenue,roi,year,lista_generos
Straight A's,2013-01-16,7000000,0,0.0,2013,"['Comedy', 'Drama']"
A Funny Thing Happened on the Way to the Forum,1966-10-16,0,0,0.0,1966,"['Comedy', 'Music']"
Slacker Uprising,2007-09-27,0,0,0.0,2007,['Documentary']
The Legend of Hell's Gate: An American Conspiracy,2011-03-03,0,0,0.0,2011,"['Action', 'Adventure', 'History', 'Western']"
The Walking Deceased,2015-03-20,0,0,0.0,2015,"['Science Fiction', 'Comedy']"
The Curse of Downers Grove,2015-08-21,2000000,0,0.0,2015,"['Thriller', 'Mystery', 'Horror', 'Drama']"
Shark Lake,2015-10-02,2000000,0,0.0,2015,['Thriller']
River's Edge,1986-08-27,19000000,0,0.0,1986,"['Crime', 'Drama']"
Northfork,2003-01-01,0,0,0.0,2003,"['Fantasy', 'Drama', 'Science Fiction']"
The Marine 4: Moving Target,2015-04-10,1950000,0,0.0,2015,"['Thriller', 'Action']"
Buried,2010-09-24,1987650,19152480,9.635740698815184,2010,"['Drama', 'Thriller', 'Mystery']"
Submarine,2011-03-18,0,864659,0.0,2011,"['Drama', 'Comedy', 'Romance']"
The Square,2013-06-07,0,0,0.0,2013,"['Documentary', 'Drama', 'History']"
One to Another,2006-07-21,0,0,0.0,2006,['Drama']
ABCD (Any Body Can Dance),2013-02-07,0,222000,0.0,2013,"['Drama', 'Music']"
Man on Wire,2008-07-25,0,2957978,0.0,2008,"['Thriller', 'Documentary', 'Crime', 'History']"
Abandoned,2015-08-30,0,0,0.0,2015,"['Drama', 'Thriller']"
Brotherly Love,2015-04-24,1900000,0,0.0,2015,['Drama']
The Last Exorcism,2010-08-27,1800000,67738090,37.63227222222222,2010,"['Horror', 'Drama', 'Thriller']"
Nowhere Boy,2009-12-25,0,0,0.0,2009,['Drama']
A Streetcar Named Desire,1951-09-18,1800000,8000000,4.444444444444445,1951,['Drama']
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1800000,9440272,5.244595555555556,1964,"['Drama', 'Comedy', 'War']"
The Crime of Padre Amaro,2002-10-01,1800000,0,0.0,2002,"['Drama', 'Romance']"
Beasts of the Southern Wild,2012-06-29,1800000,21107746,11.726525555555556,2012,"['Drama', 'Fantasy']"
Battle for the Planet of the Apes,1973-06-15,1700000,8844595,5.2027029411764705,1973,"['Action', 'Science Fiction']"
Songcatcher,2001-03-01,0,0,0.0,2001,"['Drama', 'Music']"
Higher Ground,2011-08-26,2000000,841733,0.4208665,2011,"['Drama', 'Thriller']"
Vaalu,2015-08-14,0,0,0.0,2015,"['Comedy', 'Romance']"
The Greatest Movie Ever Sold,2011-04-22,0,621951,0.0,2011,"['Comedy', 'Documentary']"
Ed and His Dead Mother,1993-06-04,0,0,0.0,1993,['Comedy']
Travellers and Magicians,2003-09-09,0,0,0.0,2003,"['Adventure', 'Drama', 'Foreign']"
Hang 'em High,1968-07-31,1800000,6800000,3.7777777777777777,1968,['Western']
Deadline - U.S.A.,1952-03-14,0,0,0.0,1952,"['Crime', 'Drama']"
Sublime,2007-06-15,0,0,0.0,2007,"['Horror', 'Thriller']"
A Beginner's Guide to Snuff,2016-03-04,0,0,0.0,2016,"['Thriller', 'Comedy', 'Horror']"
Independence Daysaster,2013-06-27,1800000,0,0.0,2013,"['Action', 'Science Fiction']"
Dysfunctional Friends,2012-02-03,1800000,0,0.0,2012,"['Comedy', 'Romance']"
Run Lola Run,1998-08-20,1530000,7267585,4.750055555555556,1998,"['Action', 'Drama', 'Thriller']"
May,2002-01-13,500000,150277,0.300554,2002,"['Drama', 'Horror', 'Thriller', 'Romance']"
Against the Wild,2013-12-29,1493619,0,0.0,2013,"['Adventure', 'Family']"
Under the Same Moon,2008-03-20,0,23311391,0.0,2008,['Drama']
Conquest of the Planet of the Apes,1972-06-29,1700000,9700000,5.705882352941177,1972,"['Action', 'Science Fiction']"
In the Bedroom,2001-11-23,1700000,0,0.0,2001,"['Drama', 'Thriller']"
I Spit on Your Grave,2010-06-17,2000000,572809,0.2864045,2010,"['Thriller', 'Crime', 'Horror']"
"Happy, Texas",1999-12-03,1700000,1943649,1.1433229411764705,1999,"['Comedy', 'Crime']"
My Summer of Love,2004-08-20,0,0,0.0,2004,"['Drama', 'Thriller', 'Romance']"
The Lunchbox,2013-09-19,1000000,4235151,4.235151,2013,"['Drama', 'Romance']"
Yes,2005-08-05,0,0,0.0,2005,"['Drama', 'Romance']"
You Can't Take It With You,1938-08-23,1644736,7433101,4.5193277218957935,1938,"['Comedy', 'Romance']"
From Here to Eternity,1953-08-04,1650000,30500000,18.484848484848484,1953,"['War', 'Drama', 'Romance']"
She Wore a Yellow Ribbon,1949-10-22,1600000,5400000,3.375,1949,['Western']
Grace Unplugged,2013-10-04,0,0,0.0,2013,"['Drama', 'Music']"
Foolish,1999-04-09,0,6033999,0.0,1999,"['Comedy', 'Drama']"
N-Secure,2010-10-15,0,2592808,0.0,2010,"['Drama', 'Crime', 'Thriller']"
Caramel,2007-07-01,0,0,0.0,2007,"['Drama', 'Comedy', 'Romance']"
Out of the Dark,2014-08-27,0,0,0.0,2014,"['Thriller', 'Horror']"
The Bubble,2006-06-06,0,0,0.0,2006,"['Drama', 'Romance']"
The Conversation,1974-04-07,1600000,4420000,2.7625,1974,"['Crime', 'Drama', 'Mystery']"
Dil Jo Bhi Kahey...,2006-12-07,0,0,0.0,2006,['Romance']
Mississippi Mermaid,1969-06-18,0,0,0.0,1969,"['Crime', 'Drama', 'Romance']"
I Love Your Work,2003-10-05,0,0,0.0,2003,"['Drama', 'Mystery']"
Cabin Fever,2016-02-12,0,0,0.0,2016,['Horror']
Waitress,2007-05-25,2000000,22179430,11.089715,2007,['Comedy']
Bloodsport,1988-02-26,1500000,11806119,7.870746,1988,['Action']
Mr. Smith Goes to Washington,1939-10-19,1500000,9600000,6.4,1939,"['Comedy', 'Drama']"
Kids,1995-07-28,1500000,7412216,4.941477333333333,1995,"['Drama', 'Crime']"
The Squid and the Whale,2005-10-05,1500000,11098131,7.398754,2005,"['Comedy', 'Drama']"
Kissing Jessica Stein,2001-04-21,1000000,10013424,10.013424,2001,['Comedy']
Kickboxer: Vengeance,2016-07-14,17000000,0,0.0,2016,"['Action', 'Drama']"
Spellbound,1945-12-28,1500000,7000000,4.666666666666667,1945,"['Drama', 'Mystery', 'Thriller']"
Exotica,1994-09-24,0,0,0.0,1994,"['Drama', 'Mystery']"
Buffalo '66,1998-01-20,1500000,2375097,1.583398,1998,"['Romance', 'Comedy', 'Crime', 'Drama']"
Insidious,2010-09-13,1500000,97009150,64.67276666666666,2010,"['Horror', 'Thriller']"
Repo Man,1984-02-20,1500000,2300000,1.5333333333333334,1984,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']"
Nine Queens,2000-08-31,1500000,0,0.0,2000,"['Crime', 'Drama', 'Thriller']"
The Gatekeepers,2012-07-09,0,0,0.0,2012,['Documentary']
The Ballad of Jack and Rose,2005-03-25,1500000,712294,0.47486266666666666,2005,['Drama']
The To Do List,2013-07-24,1500000,3566225,2.377483333333333,2013,"['Comedy', 'Romance']"
Killing Zoe,1993-10-01,1500000,418961,0.27930733333333335,1993,"['Action', 'Crime', 'Drama', 'Thriller']"
The Believer,2001-01-19,1500000,416925,0.27795,2001,['Drama']
Snow Angels,2008-03-07,0,414404,0.0,2008,"['Drama', 'Romance']"
Unsullied,2015-08-28,0,0,0.0,2015,"['Thriller', 'Action', 'Horror']"
Session 9,2001-08-10,1500000,373967,0.24931133333333333,2001,"['Horror', 'Mystery']"
I Want Someone to Eat Cheese With,2006-01-01,0,0,0.0,2006,"['Comedy', 'Romance']"
Mooz-lum,2011-02-11,0,330048,0.0,2011,['Drama']
Hatchet,2006-04-27,0,0,0.0,2006,"['Comedy', 'Horror']"
Modern Times,1936-02-05,1,8500000,8500000.0,1936,"['Drama', 'Comedy']"
Stolen Summer,2002-03-22,0,0,0.0,2002,"['Drama', 'Family', 'Comedy']"
My Name Is Bruce,2007-10-01,1500000,173066,0.11537733333333333,2007,"['Comedy', 'Horror']"
The Salon,2005-01-13,1500000,0,0.0,2005,['Comedy']
Road Hard,2015-03-06,1500000,0,0.0,2015,['Comedy']
Forty Shades of Blue,2005-12-07,1500000,0,0.0,2005,"['Drama', 'Romance']"
Amigo,2010-07-14,1200000,0,0.0,2010,"['Drama', 'History', 'War']"
Pontypool,2009-03-06,1500000,32000,0.021333333333333333,2009,"['Horror', 'Mystery', 'Science Fiction']"
Trucker,2008-04-24,2000000,0,0.0,2008,['Drama']
Me You and Five Bucks,2015-07-07,1,0,0.0,2015,"['Romance', 'Comedy', 'Drama']"
The Lords of Salem,2012-09-10,1500000,1165882,0.7772546666666666,2012,"['Horror', 'Thriller']"
Housebound,2014-09-04,0,0,0.0,2014,"['Horror', 'Comedy', 'Thriller']"
Wal-Mart: The High Cost of Low Price,2005-11-04,0,0,0.0,2005,['Documentary']
Fetching Cody,2005-10-01,1,0,0.0,2005,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']"
Last I Heard,2013-01-01,0,0,0.0,2013,"['Drama', 'Comedy']"
Closer to the Moon,2013-11-29,9000000,0,0.0,2013,"['Comedy', 'Drama']"
Mutant World,2014-09-27,0,1500000,0.0,2014,['Science Fiction']
Growing Up Smith,2017-02-03,0,0,0.0,2017,"['Comedy', 'Family', 'Drama']"
Checkmate,2015-07-03,0,0,0.0,2015,"['Thriller', 'Action', 'Crime']"
#Horror,2015-11-20,1500000,0,0.0,2015,"['Drama', 'Mystery', 'Horror', 'Thriller']"
Wind Walkers,2016-01-28,0,0,0.0,2016,"['Action', 'Horror', 'Thriller']"
Snow White and the Seven Dwarfs,1937-12-20,1488423,184925486,124.24256142239135,1937,"['Fantasy', 'Animation', 'Family']"
The Holy Girl,2004-05-06,1400000,0,0.0,2004,"['Drama', 'Foreign']"
Shalako,1968-11-06,1455000,2620000,1.8006872852233677,1968,['Western']
Incident at Loch Ness,2004-12-17,1,0,0.0,2004,"['Adventure', 'Comedy', 'Horror']"
The Dog Lover,2016-07-08,2000000,0,0.0,2016,['Drama']
GirlHouse,2014-10-16,3150000,0,0.0,2014,"['Horror', 'Thriller']"
The Blue Room,2014-05-16,0,0,0.0,2014,"['Drama', 'Crime', 'Thriller']"
House at the End of the Drive,2014-01-11,0,0,0.0,2014,"['Thriller', 'Horror']"
Batman,1966-07-30,1377800,0,0.0,1966,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']"
"Lock, Stock and Two Smoking Barrels",1998-03-05,1350000,3897569,2.8870881481481483,1998,"['Comedy', 'Crime']"
The Ballad of Gregorio Cortez,1983-08-19,0,0,0.0,1983,['Western']
The Celebration,1998-05-20,1300000,0,0.0,1998,['Drama']
Trees Lounge,1996-10-11,0,0,0.0,1996,"['Comedy', 'Drama']"
Journey from the Fall,2006-02-22,1300000,639000,0.49153846153846154,2006,['Drama']
The Basket,2000-05-05,0,619042,0.0,2000,['Drama']
Eddie: The Sleepwalking Cannibal,2012-04-22,0,1632,0.0,2012,"['Horror', 'Comedy']"
Queen of the Mountains,2014-08-22,0,0,0.0,2014,"['Drama', 'Action']"
Def-Con 4,1985-03-15,0,0,0.0,1985,['Science Fiction']
The Hebrew Hammer,2003-01-01,1000000,0,0.0,2003,"['Action', 'Comedy']"
Neal 'n' Nikki,2005-12-09,0,0,0.0,2005,"['Comedy', 'Romance']"
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,0,0,0.0,2010,['Comedy']
Forget Me Not,2009-10-22,0,0,0.0,2009,"['Drama', 'Horror', 'Romance']"
Rebecca,1940-04-12,1288000,6000000,4.658385093167702,1940,"['Drama', 'Mystery']"
Friday the 13th Part 2,1981-05-01,1250000,21722776,17.3782208,1981,"['Horror', 'Thriller']"
The Lost Weekend,1945-11-25,1250000,11000000,8.8,1945,['Drama']
C.H.U.D.,1984-08-31,1250000,3412497,2.7299976,1984,"['Horror', 'Science Fiction']"
Filly Brown,2013-04-19,0,0,0.0,2013,['Drama']
The Lion of Judah,2011-06-03,15000000,0,0.0,2011,"['Adventure', 'Animation', 'Comedy', 'Family']"
Niagara,1953-01-21,1250000,8500000,6.8,1953,"['Crime', 'Drama', 'Thriller']"
How Green Was My Valley,1941-10-28,1250000,6000000,4.8,1941,['Drama']
Da Sweet Blood of Jesus,2014-06-22,0,0,0.0,2014,"['Thriller', 'Comedy', 'Romance']"
"Sex, Lies, and Videotape",1989-08-18,1200000,0,0.0,1989,['Drama']
Saw,2004-10-01,1200000,103911669,86.5930575,2004,"['Horror', 'Mystery', 'Crime']"
Super Troopers,2001-01-18,3000000,18492362,6.164120666666666,2001,"['Comedy', 'Crime', 'Mystery']"
The Algerian,2015-08-07,1,0,0.0,2015,[]
The Amazing Catfish,2013-08-10,1300000,0,0.0,2013,"['Comedy', 'Drama']"
Monsoon Wedding,2001-08-30,0,0,0.0,2001,"['Comedy', 'Drama', 'Romance']"
You Can Count on Me,2000-11-17,0,0,0.0,2000,"['Drama', 'Romance']"
The Trouble with Harry,1955-10-03,1200000,7000000,5.833333333333333,1955,"['Comedy', 'Mystery', 'Thriller']"
But I'm a Cheerleader,1999-09-12,0,0,0.0,1999,['Comedy']
Home Run,2013-04-19,1200000,2861020,2.3841833333333335,2013,['Drama']
Reservoir Dogs,1992-09-02,1200000,14661007,12.217505833333334,1992,"['Crime', 'Thriller']"
The Blue Bird,1940-01-19,0,0,0.0,1940,"['Drama', 'Family', 'Fantasy']"
"The Good, the Bad and the Ugly",1966-12-23,1200000,6000000,5.0,1966,['Western']
The Second Mother,2015-02-08,0,0,0.0,2015,['Drama']
Blue Like Jazz,2012-04-13,1250000,0,0.0,2012,"['Drama', 'Comedy']"
Down & Out With The Dolls,2003-03-20,0,0,0.0,2003,"['Comedy', 'Music']"
"Pink Ribbons, Inc.",2011-09-11,900000,25000,0.027777777777777776,2011,['Documentary']
Certifiably Jonathan,2007-03-01,1200000,0,0.0,2007,['Comedy']
Desire,2011-09-14,1344000,0,0.0,2011,"['Drama', 'Romance']"
The Blade of Don Juan,2013-10-27,0,0,0.0,2013,"['Drama', 'Comedy']"
Grand Theft Parsons,2003-06-18,0,0,0.0,2003,"['Crime', 'Comedy', 'Drama', 'Adventure']"
Extreme Movie,2008-12-05,0,0,0.0,2008,['Comedy']
The Charge of the Light Brigade,1936-10-20,1200000,2736000,2.28,1936,"['Action', 'Adventure', 'Drama', 'War']"
Below Zero,2011-10-22,0,0,0.0,2011,"['Thriller', 'Horror']"
Crowsnest,2012-01-01,1200000,0,0.0,2012,[]
Airborne,1993-09-17,2600000,2850263,1.096255,1993,"['Action', 'Adventure', 'Comedy']"
Cotton Comes to Harlem,1970-05-27,1200000,0,0.0,1970,"['Action', 'Adventure']"
The Wicked Within,2015-10-16,0,0,0.0,2015,['Horror']
Bleeding Hearts,2013-06-01,0,0,0.0,2013,['Horror']
Waiting...,2005-10-07,3000000,18637690,6.212563333333334,2005,['Comedy']
Dead Man's Shoes,2004-09-29,0,0,0.0,2004,"['Drama', 'Thriller', 'Crime']"
From a Whisper to a Scream,1987-09-25,1100000,1400000,1.2727272727272727,1987,"['Comedy', 'Horror']"
Sex With Strangers,2002-02-22,0,0,0.0,2002,['Documentary']
Dracula: Pages from a Virgin's Diary,2002-02-28,1596010,0,0.0,2002,['Horror']
Faith Like Potatoes,2006-10-27,0,0,0.0,2006,['Drama']
Beyond the Black Rainbow,2010-12-03,1100000,0,0.0,2010,"['Fantasy', 'Science Fiction', 'Horror']"
The Raid,2011-09-08,1100000,4105187,3.7319881818181817,2011,"['Action', 'Thriller', 'Crime']"
The Dead Undead,2010-05-13,0,0,0.0,2010,"['Horror', 'Science Fiction', 'Action']"
The Vatican Exorcisms,2013-05-29,0,0,0.0,2013,"['Horror', 'Documentary', 'Mystery']"
Casablanca,1942-11-26,878000,10462500,11.916287015945331,1942,"['Drama', 'Romance']"
Lake Mungo,2008-06-17,0,0,0.0,2008,"['Horror', 'Thriller']"
Rocket Singh: Salesman of the Year,2009-12-11,1250000,0,0.0,2009,"['Drama', 'Comedy', 'Romance']"
Silent Running,1972-03-09,1000000,0,0.0,1972,"['Adventure', 'Drama', 'Science Fiction']"
Rocky,1976-11-21,1000000,117235147,117.235147,1976,['Drama']
The Sleepwalker,2014-01-20,0,0,0.0,2014,['Drama']
Tom Jones,1963-10-06,1000000,37600000,37.6,1963,"['Adventure', 'Comedy', 'History', 'Romance']"
Unfriended,2015-04-17,1000000,62882090,62.88209,2015,"['Horror', 'Thriller']"
Taxi Driver,1976-02-07,1300000,28262574,21.74044153846154,1976,"['Crime', 'Drama']"
The Howling,1981-04-03,1000000,17985893,17.985893,1981,"['Drama', 'Horror']"
Dr. No,1962-10-04,950000,59600000,62.73684210526316,1962,"['Adventure', 'Action', 'Thriller']"
Chernobyl Diaries,2012-05-24,0,18112929,0.0,2012,"['Horror', 'Thriller']"
Hellraiser,1987-09-11,1000000,14564027,14.564027,1987,['Horror']
God's Not Dead 2,2016-04-01,5000000,23507567,4.7015134,2016,['Drama']
Cry_Wolf,2005-09-16,1000000,10047674,10.047674,2005,"['Horror', 'Thriller']"
Godzilla 2000,1999-12-11,1000000,10037390,10.03739,1999,"['Adventure', 'Horror', 'Action', 'Science Fiction']"
Blue Valentine,2010-12-27,3500000,16566240,4.733211428571429,2010,"['Drama', 'Romance']"
Transamerica,2005-12-23,1000000,13350369,13.350369,2005,['Drama']
The Devil Inside,2012-01-06,1000000,101758490,101.75849,2012,"['Thriller', 'Horror']"
Beyond the Valley of the Dolls,1970-07-17,2090000,40000000,19.138755980861244,1970,"['Comedy', 'Drama', 'Thriller']"
Love Me Tender,1956-11-15,1000000,9000000,9.0,1956,"['Drama', 'Action', 'Western', 'Music', 'Romance']"
An Inconvenient Truth,2006-01-24,1000000,46243000,46.243,2006,['Documentary']
Sands of Iwo Jima,1949-12-14,1000000,7800000,7.8,1949,"['Action', 'Drama', 'History', 'War']"
Shine a Light,2008-02-07,0,0,0.0,2008,"['Documentary', 'Music']"
The Green Inferno,2014-09-04,5000000,6833445,1.366689,2014,"['Action', 'Adventure', 'Horror', 'Thriller']"
Departure,2016-05-20,0,0,0.0,2016,"['Drama', 'Romance', 'Family']"
The Sessions,2012-05-02,1000000,9138338,9.138338,2012,"['Drama', 'Romance', 'Comedy']"
"Food, Inc.",2008-09-07,0,0,0.0,2008,['Documentary']
October Baby,2011-10-30,0,5355847,0.0,2011,['Drama']
Next Stop Wonderland,1998-08-21,0,0,0.0,1998,"['Comedy', 'Drama', 'Romance']"
The Skeleton Twins,2014-01-18,0,5284309,0.0,2014,['Drama']
Martha Marcy May Marlene,2011-10-21,0,3538446,0.0,2011,"['Drama', 'Thriller']"
Obvious Child,2014-06-06,0,3123963,0.0,2014,"['Comedy', 'Romance']"
Frozen River,2008-08-01,0,0,0.0,2008,['Drama']
20 Feet from Stardom,2013-06-14,1000000,0,0.0,2013,"['Documentary', 'Music']"
Two Girls and a Guy,1997-09-07,1000000,2057193,2.057193,1997,"['Drama', 'Romance']"
Walking and Talking,1996-07-17,0,0,0.0,1996,"['Comedy', 'Drama', 'Romance']"
Who Killed the Electric Car?,2006-08-04,1000000,1678874,1.678874,2006,['Documentary']
The Broken Hearts Club: A Romantic Comedy,2000-02-01,1000000,1744858,1.744858,2000,"['Comedy', 'Drama', 'Romance']"
Bubba Ho-tep,2002-06-09,1000000,0,0.0,2002,"['Comedy', 'Horror', 'Thriller', 'Mystery', 'Fantasy']"
Slam,1998-10-07,1,0,0.0,1998,['Drama']
Brigham City,2001-03-30,1000000,852206,0.852206,2001,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Fiza,2000-09-08,1000000,623791,0.623791,2000,"['Drama', 'Foreign', 'Romance']"
Orgazmo,1997-09-06,1000000,0,0.0,1997,['Comedy']
All the Real Girls,2003-08-01,0,0,0.0,2003,"['Drama', 'Romance']"
Dream with the Fishes,1997-01-01,0,0,0.0,1997,['Comedy']
Blue Car,2002-01-11,1000000,464000,0.464,2002,['Drama']
Palo Alto,2014-05-09,0,0,0.0,2014,['Drama']
Ajami,2009-09-17,0,0,0.0,2009,"['Crime', 'Drama']"
Wristcutters: A Love Story,2006-01-24,0,0,0.0,2006,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
I Origins,2014-07-18,0,336472,0.0,2014,"['Science Fiction', 'Drama']"
The Battle of Shaker Heights,2003-08-22,1000000,0,0.0,2003,"['Comedy', 'Drama', 'Romance']"
The Act of Killing,2012-08-31,1000000,444575,0.444575,2012,['Documentary']
Taxi to the Dark Side,2007-04-30,1000000,274661,0.274661,2007,['Documentary']
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006-01-01,1000000,0,0.0,2006,['Documentary']
Guiana 1838,2004-09-24,0,0,0.0,2004,['Drama']
Lisa Picard Is Famous,2000-05-14,0,0,0.0,2000,[]
Antarctica: A Year on Ice,2013-09-05,1000000,0,0.0,2013,"['Drama', 'Adventure', 'Documentary']"
A LEGO Brickumentary,2015-07-31,650000,0,0.0,2015,['Documentary']
Hardflip,2012-06-01,1000000,0,0.0,2012,"['Drama', 'Action']"
Chocolate: Deep Dark Secrets,2005-09-16,0,0,0.0,2005,['Thriller']
The House of the Devil,2009-04-25,0,0,0.0,2009,"['Mystery', 'Horror']"
The Perfect Host,2010-07-01,0,14870,0.0,2010,"['Comedy', 'Thriller', 'Crime']"
Safe Men,1998-08-17,0,0,0.0,1998,"['Comedy', 'Crime']"
Speedway Junky,1999-02-11,1000000,0,0.0,1999,"['Romance', 'Drama', 'Crime']"
The Last Big Thing,1998-09-23,0,0,0.0,1998,"['Comedy', 'Drama']"
The Specials,2000-09-22,0,0,0.0,2000,"['Action', 'Comedy']"
16 to Life,2009-09-19,0,0,0.0,2009,"['Comedy', 'Romance']"
Alone With Her,2006-04-28,1000000,10018,0.010018,2006,"['Crime', 'Drama', 'Romance', 'Thriller']"
Creative Control,2016-03-11,1000000,0,0.0,2016,"['Drama', 'Science Fiction']"
Special,2006-01-30,1000000,7202,0.007202,2006,"['Drama', 'Fantasy', 'Science Fiction']"
Sparkler,1999-03-19,0,0,0.0,1999,[]
The Helix... Loaded,2005-01-01,0,0,0.0,2005,"['Action', 'Comedy', 'Science Fiction']"
In Her Line of Fire,2006-04-21,0,0,0.0,2006,"['Drama', 'Action', 'Thriller']"
The Jimmy Show,2002-01-16,0,0,0.0,2002,"['Comedy', 'Drama']"
Heli,2013-08-09,1000000,0,0.0,2013,"['Crime', 'Drama']"
Karachi se Lahore,2015-07-31,0,0,0.0,2015,"['Family', 'Comedy']"
Loving Annabelle,2006-03-08,900000,0,0.0,2006,"['Drama', 'Romance']"
Hits,2014-01-21,1000000,0,0.0,2014,"['Drama', 'Comedy']"
Jimmy and Judy,2006-01-01,0,0,0.0,2006,"['Action', 'Crime', 'Drama', 'Thriller']"
Frat Party,2009-01-01,0,0,0.0,2009,"['Comedy', 'Romance']"
The Party's Over,1965-04-22,0,0,0.0,1965,['Drama']
Proud,2004-07-02,0,0,0.0,2004,['Drama']
The Poker House,2008-06-20,0,0,0.0,2008,['Drama']
Childless,2015-04-03,0,0,0.0,2015,[]
ZMD: Zombies of Mass Destruction,2009-01-01,0,0,0.0,2009,['Horror']
Snow White: A Deadly Summer,2012-03-16,1000000,0,0.0,2012,"['Horror', 'Thriller']"
Hidden Away,2014-10-03,0,0,0.0,2014,"['Romance', 'Drama']"
My Last Day Without You,2011-06-11,1000000,0,0.0,2011,"['Comedy', 'Drama', 'Romance']"
Steppin: The Movie,2009-05-19,0,0,0.0,2009,"['Comedy', 'Romance']"
Doc Holliday's Revenge,2014-06-01,1000000,0,0.0,2014,['Western']
Black Rock,2012-01-21,0,0,0.0,2012,"['Thriller', 'Horror']"
Truth or Dare,2012-08-05,0,0,0.0,2012,"['Horror', 'Thriller', 'Mystery']"
The Pet,2006-05-17,0,0,0.0,2006,"['Drama', 'Thriller']"
Bang Bang Baby,2014-09-08,1000000,0,0.0,2014,"['Science Fiction', 'Drama', 'Music']"
Fear Clinic,2014-10-31,1,0,0.0,2014,['Horror']
Zombie Hunter,2013-07-25,0,0,0.0,2013,"['Comedy', 'Action', 'Science Fiction', 'Thriller']"
A Fine Step,2014-04-16,0,0,0.0,2014,['Drama']
Charly,1968-09-23,950000,814666,0.8575431578947369,1968,"['Drama', 'Romance', 'Science Fiction']"
Banshee Chapter,2013-08-26,950000,0,0.0,2013,"['Horror', 'Thriller']"
Ask Me Anything,2014-04-19,950000,0,0.0,2014,"['Drama', 'Mystery', 'Thriller']"
And Then Came Love,2007-01-01,0,0,0.0,2007,"['Comedy', 'Romance']"
On the Waterfront,1954-06-22,910000,9600000,10.54945054945055,1954,"['Crime', 'Drama']"
L!fe Happens,2011-06-18,930000,30905,0.03323118279569892,2011,['Comedy']
"4 Months, 3 Weeks and 2 Days",2007-08-24,852510,1185783,1.3909314846746665,2007,['Drama']
